"species","habitat_taxref","pf"
"Benimakia fastigium",1,NA
"Chelycypraea testudinaria",1,"P"
"Vanikoro cuvieriana",1,NA
"Odostomella opaca",1,"P"
"Morum ponderosum",1,"P"
"Littoraria undulata",1,NA
"Leptothyra nanina",1,NA
"Cerithium tenellum",1,"P"
"Turbonilla mumia",1,"P"
"Turridrupa acutigemmata",1,NA
"Galeomma denticulata",1,NA
"Kermia melanoxytum",1,"P"
"Coralliophila porphyroleuca",1,"P"
"Acrosterigma hobbsae",1,NA
"Cytharomorula lefevreiana",1,"P"
"Cerithium eburneum",1,NA
"Epitonium sandwichense",1,"P"
"Pollia mondolonii",1,"E"
"Lienardia crassicostata",1,"P"
"Eratoena gourgueti",1,"P"
"Costulopsis albocincta",1,NA
"Capulus danieli",1,NA
"Purpurcapsula exigua",1,"P"
"Modiolus matris",1,"P"
"Hemiliostraca peasei",1,"P"
"Spondylus occidens",1,NA
"Favartia peasei",1,"P"
"Bacula striolata",1,NA
"Cupuladria monotrema",1,"P"
"Leucorhynchia crossei",1,NA
"Hiloa variabilis",1,"P"
"Plesiothyreus osculans",1,NA
"Rissoina tornatilis",1,NA
"Vexillum mutabile",1,NA
"Phosinella exasperata",1,"P"
"Guraleus himerodes",1,"P"
"Cellana radiata enneagona",1,NA
"Conus ferrugineus",1,"P"
"Nerita trifasciata",1,NA
"Nassarius agapetus",1,NA
"Ethalia guamensis",1,NA
"Zafra pumila",1,"P"
"Clavus pica",1,"P"
"Colubraria obscura",1,"P"
"Iredalea pupoidea",1,NA
"Thala roseata",1,"P"
"Venerupis aspera",1,NA
"Leucorhynchia letourneuxi",1,"E"
"Limax vulgaris",3,NA
"Palmulacypraea musumea",1,NA
"Naticarius onca",1,NA
"Harpa kolaceki",1,"P"
"Lienardia compta",1,"P"
"Heliacus discoideus",1,"P"
"Homo sapiens",3,"P"
"Telmatoscopus albipunctatus",8,"P"
"Plesiothyreus newtoni",1,"P"
"Iredalea inclinata",1,"P"
"Pupa alveola",1,"P"
"Nebularia aegra",1,"D"
"Vexillum interstriatum",1,"P"
"Weedingia exigua",1,"P"
"Frigidocardium thaanumi",1,"P"
"Funa tayloriana",1,"D"
"Favartia ponderi",1,"P"
"Daphnella aureola",1,"P"
"Tralia costata",6,"P"
"Pseudodaphnella producta",1,"P"
"Rhyssoplax linsleyi",1,"P"
"Heterocithara concinna",1,"P"
"Mitrella floccata",1,"D"
"Domiporta granatina",1,"P"
"Laemodonta bella",1,"P"
"Doriopsis granulosa",1,"P"
"Pseudonebularia rubritincta",1,"P"
"Mitrella turriculata",1,"D"
"Polemicella polemica",1,"D"
"Pictobalcis articulata",1,"P"
"Nassarius tabescens",1,"P"
"Melanella araesomae",1,"D"
"Mastoniaeforis decorata",1,"P"
"Iredalea balteata",1,"P"
"Samla bilas",1,"P"
"Odostomia substitua",1,"P"
"Dendrodoris krusensternii",1,"P"
"Vexillum fortiplicatum",1,"P"
"Epitonium thorssoni",1,"P"
"Spondylus linguafelis",1,"P"
"Punctoterebra trismacaria",1,"P"
"Leucorhynchia caledonica",1,"P"
"Myurella burchi",1,"P"
"Ranularia pyrum",1,"P"
"Odostomia obesula",1,"D"
"Septa hepatica",1,"P"
"Clatrosansonia jousseaumei",1,"P"
"Orbitestella decorata",1,"D"
"Pyrgulina consobrina",1,"D"
"Gemmula pseudomonilifera",1,"P"
"Apicalia angulata",1,"D"
"Irus crenatus",1,"P"
"Pseudonebularia gracilefragum",1,"P"
"Inella asperrima",1,"P"
"Scintilla hiloa",1,"P"
"Thorunna australis",1,"P"
"Cerithium amirantium",1,"P"
"Tenagodus cumingii",1,"P"
"Phos dumalis",1,"P"
"Pteria penguin",1,"P"
"Vexillum recurvirostris",1,"P"
"Heliacus virgatus",1,"D"
"Triphora earlei",1,"P"
"Royella sinon",1,"P"
"Conus suturatus",1,"P"
"Epitonium hemmesi",1,"P"
"Lodderena emeryi",1,"P"
"Nassarius haldemani",1,"P"
"Sticteulima lentiginosa",1,"P"
"Creseis acicula",1,"P"
"Kermia cylindrica",1,"P"
"Crassispira cerithina",1,"P"
"Dallitellina rostrata",1,"P"
"Etrema crassilabrum",1,"P"
"Diodora foveolata",1,"P"
"Cylindriscala humerosa",1,"P"
"Botula cinnamomea",1,"P"
"Vanikoro distans",1,"P"
"Parvioris brevis",1,"P"
"Vexillum monsecourorum",1,"P"
"Hipponix liberatus",1,"P"
"Herpetopoma aspersum",1,"D"
"Miamira miamirana",1,"P"
"Arca kauaia",1,"P"
"Hinea akuana",1,"P"
"Xenuroturris gemmuloides",1,"P"
"Nanostrea pinnicola",1,"P"
"Opalia sumatrensis",1,"P"
"Opimaphora integra",1,"D"
"Tutufa bubo",1,"P"
"Phos varicosus",1,"P"
"Mastonia peanites",1,"P"
"Gemmulimitra duplilirata",1,"P"
"Vexillum micra",1,"P"
"Dendropoma corrodens",1,NA
"Ammonicera plicata",1,"P"
"Turridrupa jubata",1,"P"
"Fossarus cumingii",1,"P"
"Epitonium auritum",1,NA
"Notocochlis cernica",1,"P"
"Pollia subrubiginosa",1,"P"
"Mesodesma striata",1,"P"
"Parvioris noumeae",1,"D"
"Conus moluccensis vappereaui",1,"P"
"Daphnella ornata",1,"P"
"Omogymna richerti",1,"P"
"Miralda galloisi",1,"D"
"Nebularia multiplicata",1,"P"
"Procalpurnus lacteus",1,"P"
"Terebra elliscrossi",1,"D"
"Nebularia bellula",1,"P"
"Nanaphora tricolor",1,"D"
"Scabricola caerulea",1,"P"
"Punctoterebra rosacea",1,"P"
"Pulicicochlea faba",1,"P"
"Eucithara isseli",1,"P"
"Amygdalum peasei",1,"P"
"Teinostoma vayssierei",1,"P"
"Proterato schneideri",1,"D"
"Cerithium claviforme",1,"D"
"Kellia delmasi",1,"P"
"Chromodoris quadricolor",1,"P"
"Epitonium subauriculatum",1,"P"
"Pyramidella dolabrata",1,"P"
"Phyllaplysia lafonti",1,"P"
"Polinices aurantius",1,"P"
"Miralda gemma",1,"P"
"Microtralia insularis",1,"P"
"Strigatella pica",1,"P"
"Lucilina floccata",1,"P"
"Tonganaella perna",1,"P"
"Lima tahitensis",1,"P"
"Vexillum virginale",1,"P"
"Terebra fijiensis",1,"P"
"Punctoterebra baileyi",1,"D"
"Gingicithara cylindrica",1,"P"
"Aliculastrum debile",1,"P"
"Ceritoturris theoteles",1,"P"
"Odostomia oxia",1,"D"
"Epifungium ulu",1,"P"
"Vexillum approximatum",1,"P"
"Limaria keohea",1,"P"
"Liralucina craticula",1,"D"
"Drupella rugosa",1,"P"
"Clavus protentus",1,"P"
"Pseudogaleomma castanea",1,"P"
"Iredalea exilis",1,"P"
"Spirula spirula",1,"P"
"Clavus rissoiniformis",1,"P"
"Vexillum fraudator",1,"P"
"Clivipollia costata",1,"P"
"Triphora thaanumi",1,"D"
"Reticunassa crenulicostata",1,"P"
"Eucithara souverbiei",1,"P"
"Telodiacria quadridentata",1,"P"
"Vexillum plurinotatum",1,"P"
"Hallaxa fuscescens",1,"P"
"Mastoniaeforis lifuana",1,"P"
"Anisodonta ustulata",1,"P"
"Epitonium lyra",1,"P"
"Cycloscala hyalina",1,"P"
"Costulopsis granata",1,"P"
"Punctoterebra succincta",1,"P"
"Echineulima robusta",1,"P"
"Tibersyrnola cinnamomea",1,"P"
"Lentigo pipus",1,"P"
"Barbatia setigera",1,"P"
"Heterocithara seriliola",1,"P"
"Etrema royi",1,"D"
"Xenuroturris millepunctata",1,"P"
"Vanikoro disparilis",1,"P"
"Melanella flexuosa",1,"P"
"Rissoella confusa",1,"D"
"Scissurella coronata",1,"P"
"Conus sugillatus",1,"P"
"Anarithma salisburyi",1,"P"
"Scutarcopagia pulcherrima",1,"P"
"Lienardia roseotincta",1,"P"
"Stosicia bourguignati",1,"P"
"Astrosansonia dautzenbergi",1,"P"
"Doris cinerosa",1,"P"
"Odostomia gulicki",1,"P"
"Nebularia coarctata",1,"P"
"Haminoea aperta",1,"P"
"Latirus fallax",1,"P"
"Pisulina adamsiana",1,"P"
"Melanella exilis",1,"D"
"Acteocina sandwicensis",1,"P"
"Diacavolinia longirostris",1,"P"
"Conus armadillo",1,"P"
"Coralliophila amirantium",1,"P"
"Phyllidia tula",1,"P"
"Melanella teinostoma",1,"P"
"Eulima bifascialis",1,"P"
"Protoelongata corallina",1,"P"
"Merelina pisinna",1,"P"
"Pleurobranchus peronii",1,"P"
"Zacalantica senta",1,"P"
"Amphithalamus fulcira",1,"P"
"Siphonaria pascua",1,"D"
"Turbonilla basicordata",1,"P"
"Timoclea subnodulosa",1,"P"
"Epitonium replicatum",1,"P"
"Condylomitra bernhardina",1,"P"
"Goniobranchus rufomaculatus",1,"P"
"Favartia maculata",1,"P"
"Imbricaria salisburyi",1,"P"
"Pyrgulina oodes",1,"D"
"Stosicia manikiensis",1,"P"
"Melanella bovicornu",1,"P"
"Mellitestea actinium",1,"P"
"Punctoterebra caliginosa",1,"P"
"Discotectonica petasus",1,"D"
"Vexillum scitulum",1,"P"
"Tubulophilinopsis pilsbryi",1,"P"
"Vexillum tanguyae",1,"P"
"Clathurella fuscobasis",1,"P"
"Orbitestella toreuma",1,"D"
"Argyropeza leucocephala",1,"D"
"Iotyrris cerithiformis",1,"P"
"Mastonia cingulifera",1,"P"
"Conus kuroharai",1,"P"
"Metaxia brunnicephala",1,"P"
"Plesiothyreus granocostatus",1,"P"
"Kermia episema",1,"P"
"Vexillum aureolineatum",1,"P"
"Pseudoliotia asteriscus",1,"P"
"Kermia felina",1,"P"
"Nassarius abyssicola",1,"P"
"Hemiliostraca vincta",1,"D"
"Isara pele",1,"P"
"Caecum gulosum",1,"P"
"Clithon parvulum",4,"P"
"Mastoniaeforis chaperi",1,"P"
"Nassarius conoidalis",1,"P"
"Isognomon ephippium",1,"P"
"Gemmula monilifera",1,"P"
"Semele jucunda",1,"P"
"Modiolus philippinarum",1,"P"
"Opalia burchorum",1,"P"
"Pisania decollata",1,"P"
"Rissoina evanida",1,"D"
"Vexillum mediomaculatum",1,"P"
"Murexsul tokubeii",1,"P"
"Cerithium ophioderma",1,"P"
"Colubraria sowerbyi",1,"P"
"Epitonium symmetricum",1,"P"
"Conus praecellens",1,"P"
"Spirolaxis argonauta",1,"D"
"Monoplex vespaceus",1,"P"
"Anacithara hebes",1,"P"
"Mipus nodosus",1,"P"
"Vexillum rusticum",1,"P"
"Epitonium alatum",1,"P"
"Basterotia lutea",1,"P"
"Caecum rostratum",1,"P"
"Opalia bicarinata",1,"P"
"Asteracmea axiaerata",1,"D"
"Sansonia shigemitsui",1,"P"
"Monophorus tessellatus",1,"P"
"Trochus maculatus",1,"P"
"Parvioris inflexa",1,"P"
"Vexillum roseotinctum",1,"P"
"Terebra punctatostriata",1,"P"
"Chicoreus laqueatus",1,"P"
"Natica arachnoidea",1,"D"
"Euthymella concors",1,"P"
"Cytharomorula grayi",1,"P"
"Epitonium fucatum",1,"P"
"Conus mitratus",1,"P"
"Vanikoro acuta",1,"P"
"Mitrella albuginosa",1,"P"
"Thala exquisita",1,"P"
"Euanodontia ovum",1,"P"
"Benimakia sowerbyi",1,"P"
"Reynellona marshallensis",1,"P"
"Nassarius subtranslucidus",1,"P"
"Psilaxis oxytropis",1,"P"
"Punctoterebra exiguoides",1,"D"
"Laevichlamys squamosa",1,"P"
"Cribrarula cribraria comma",1,NA
"Conasprella kimioi",1,"P"
"Favartia brevicula",1,"P"
"Pterygia arctata",1,"P"
"Epitonium umbilicatum",1,"P"
"Aplysia dactylomela",1,"P"
"Obesula lucidus",1,"D"
"Petaloconchus cochlidium",1,"P"
"Funafutia levukana",1,"P"
"Vexillum millecostatum",1,"P"
"Nebularia dondani",1,"P"
"Iniforis hinuhinu",1,"P"
"Clatrosansonia troendlei",1,"P"
"Dufoichaena dentifera",1,"P"
"Cavolinia globulosa",1,"P"
"Cheilea pileopsis",1,"D"
"Gyroscala commutata",1,"P"
"Nassa serta",1,"P"
"Ataxocerithium serotinum",1,"P"
"Euthymella bilix",1,"P"
"Teretianax suteri",1,"P"
"Reynellona natalis",1,"P"
"Daphnella varicosa",1,"P"
"Myurella pertusa",1,"P"
"Coralliophila bulbiformis",1,"P"
"Ceritoturris bittium",1,"P"
"Euthymella goubini",1,"P"
"Terebra amanda",1,"P"
"Tylodina perversa",1,"D"
"Isognomon isognomum",1,"P"
"Barbatia parvivillosa",1,"D"
"Rissoina torresiana",1,"P"
"Pseudodaphnella punctifera",1,"P"
"Oscilla duplex",1,"P"
"Morula dichrous",1,"P"
"Aplysia keraudreni",1,"P"
"Chromodoris lentiginosa",1,"P"
"Kermia albibalteata",1,"D"
"Cylichna tahitiensis",1,"P"
"Cavolinia inflexa",1,"P"
"Hemilienardia rubicunda",1,"P"
"Clivipollia albocincta",1,"P"
"Viriola tricincta",1,"P"
"Architectonica maxima",1,"P"
"Pseudotorinia numulus",1,"D"
"Ctenoides ales",1,"P"
"Daphnella boholensis",1,"P"
"Moerchiella dorbignyi",1,"P"
"Scyllaea pelagica",1,"P"
"Arenifodiens vagina",1,"P"
"Atrina pectinata",1,"P"
"Eucithara angiostoma",1,"P"
"Anacithara dulcinea",1,"D"
"Modiolus comptus",1,"D"
"Hemilienardia apiculata",1,"P"
"Hastula solida",1,"P"
"Peronodoris rehderi",1,"P"
"Gingicithara pessulata",1,"P"
"Nitidotellina pallidula",1,"D"
"Scissurella mirifica",1,"P"
"Naria beckii",1,"P"
"Sebadoris nubilosa",1,"P"
"Teretianax minuta",1,"P"
"Pterynotus aparrii",1,"P"
"Bittinella hiloensis",1,"P"
"Odostomella pupa",1,"P"
"Mitrella bicinctella",1,"P"
"Polinices peselephanti",1,"P"
"Otopleura nodicincta",1,"P"
"Vexillum bellum",1,"P"
"Cirsotrema varicosum",1,"P"
"Mangilia orophoma",1,"P"
"Pseudochama retroversa",1,"D"
"Caecum bimarginatum",1,"D"
"Pyramidelloides delicatula",1,"P"
"Orbitestella regina",1,"P"
"Pterygia scabricula",1,"P"
"Turridrupa armillata",1,"D"
"Petalifera albomaculata",1,"P"
"Morum macdonaldi",1,"P"
"Chicomurex laciniatus",1,"P"
"Terebra hoaraui",1,"P"
"Chicoreus strigatus",1,"P"
"Colubrellina condita",1,"P"
"Vexillum diutenerum",1,"P"
"Haloa crocata",1,"P"
"Reticunassa rotunda",1,"D"
"Discodoris schmeltziana",1,"P"
"Liralucina vaubani",1,"D"
"Favartia tetragona",1,"P"
"Architectonica trochlearis",1,"P"
"Gibberula tahaukuensis",1,"P"
"Oxymeris consors",1,"P"
"Epitonium goldsmithi",1,"P"
"Eatonina colorata",1,"D"
"Turridrupa diffusa",1,"P"
"Pseudodaphnella granosa",1,"P"
"Vellicolla muscaria",1,"P"
"Conus nucleus",1,"P"
"Caecum chinense",1,"D"
"Iniforis ikukoae",1,"P"
"Adelphotectonica nomotoi",1,"D"
"Circulus modestus",1,"P"
"Spengleria mytiloides",1,"P"
"Plesiothyreus cinnamomeus",1,"P"
"Octopus vitiensis",1,"D"
"Hemicythara octangulata",1,"P"
"Evalea eclecta",1,"P"
"Pupa pudica",1,"P"
"Melanella ogasawarana",1,"P"
"Stomatella laevis",1,"P"
"Halgerda willeyi",1,"P"
"Lioconcha gordoni",1,"P"
"Microliotia alvanioides",1,"P"
"Gemmulimitra avenacea",1,"P"
"Tiberia paumotensis",1,"P"
"Euchelus atratus",1,"P"
"Acar congenita",1,"P"
"Echinolittorina marquesensis",1,"P"
"Trapezium bicarinatum",1,"P"
"Turridrupa deceptrix",1,"P"
"Pterynotus elongatus",1,"P"
"Nitidotellina lischkei",1,"D"
"Argonauta nouryi",1,"P"
"Dolabella teremini",1,"P"
"Graphis infans",1,"D"
"Nassarius comptus",1,"P"
"Conus aurisiacus",1,"P"
"Vexillum collinsoni",1,"P"
"Umbraculum umbraculum",1,"P"
"Leiosolenus nasutus",1,"D"
"Stilifer utinomi",1,"P"
"Cardita muricata",1,"P"
"Plicatula plicata var. foliacea",1,"P"
"Opimaphora sarcira",1,"D"
"Nassarius crebricostatus",1,"P"
"Lienardia emmae",1,"P"
"Heliacus infundibuliformis",1,"P"
"Scabricola (Swainsonia) newcombii",1,"P"
"Babelomurex ricinuloides",1,"P"
"Punctoterebra arabella",1,"P"
"Quasimitra sophiae",1,"P"
"Conus sulcocastaneus",1,"P"
"Peristernia marquesana",1,"P"
"Verconia varians",1,"P"
"Lovellona peaseana",1,"P"
"Pterygia dactylus",1,"P"
"Imbricaria flammea",1,"P"
"Caecum modestum",1,"D"
"Plaxiphora kamehamehae",1,"P"
"Styliola subula",1,"P"
"Petricola divergens",1,"P"
"Epitonium deificum",1,"P"
"Parvioris styliferoides",1,"D"
"Conus hirasei",1,"P"
"Terebra tessellata",1,"P"
"Euthymella elongata",1,"P"
"Plaxiphora gwenae",1,"P"
"Atys ooformis",1,"D"
"Otitoma cyclophora",1,"P"
"Latitriphora carteretensis",1,"D"
"Teinostoma impleta",1,"D"
"Williamia radiata nutata",1,"P"
"Reynellona semipellucida",1,"P"
"Epitonium stigmaticum",1,"P"
"Terebra wellsiliae",1,"P"
"Sinetectula farinosa",1,"P"
"Vexillum oryzum",1,"P"
"Conus generalis",1,"P"
"Odostomia sperabilis",1,"P"
"Ovatipsa chinensis variolaria",1,NA
"Monia timida",1,"D"
"Engina spica",1,"P"
"Vexillum filistriatum",1,"P"
"Eucithara novaehollandiae",1,"P"
"Morula rodgersi",1,"P"
"Jorunna funebris",1,"P"
"Doris villosa",1,"P"
"Kermia subcylindrica",1,"P"
"Oscilla ligata",1,"D"
"Tenagodus tahitensis",1,"P"
"Cyerce nigra",1,"P"
"Surrepifungium costulatum",1,"P"
"Conus emaciatus",1,"P"
"Atlanta peronii",1,"P"
"Lobiger viridis",1,"P"
"Vexillum unifasciatum",1,"P"
"Tritonoharpa pseudangasi",1,"P"
"Eulima venusta",1,"P"
"Epitonium marmoratum",1,"P"
"Differoforis montrouzieri",1,NA
"Lioconcha hieroglyphica",1,"P"
"Mastoniaeforis poecila",1,"P"
"Liniphora restis",1,"P"
"Propeamussium malpelonium",1,"P"
"Timoclea imbricata",1,"P"
"Evalea waikikiensis",1,"P"
"Alaba fragilis",1,"P"
"Hemilienardia hersilia",1,"P"
"Tanea picta",1,"D"
"Barbatia molokaia",1,"P"
"Septifer bilocularis",1,"P"
"Vexillum turben",1,"P"
"Turrilatirus iris",1,"P"
"Vanikoro fenestrata",1,"P"
"Nebularia ustulata",1,"P"
"Tritonoturris subrissoides",1,"D"
"Eucithara vexillum",1,"P"
"Collonista verruca",1,"P"
"Latirus maculatus var. concinna",1,"P"
"Otopleura nitida",1,"P"
"Mitrella russeli",1,"P"
"Haloa japonica",1,"D"
"Iotyrris kingae",1,"P"
"Turbonilla thaanumi",1,"P"
"Conus tenuigranulata",1,"P"
"Rapa incurva",1,"D"
"Gibberula audreyae",1,"P"
"Daphnella interrupta",1,"P"
"Mastonia iris",1,"P"
"Simulamerelina longinqua",1,"D"
"Microtralia lucida",1,"P"
"Diaugasma olyra",1,"P"
"Lienardia ralla",1,"P"
"Siphonaria laciniosa",1,"D"
"Cavolinia uncinata",1,"P"
"Chrysallida affinis",1,"D"
"Zebina malagazzae",1,"P"
"Brachidontes crebristriatus",1,"P"
"Vanikoro sigaretiformis",1,"D"
"Meiocardia hawaiana",1,"P"
"Rissoina percrassa",1,"P"
"Hyphantosoma festoui",1,"P"
"Anous tenuirostris",5,NA
"Culcita schmideliana",1,"A"
"Parapercis hexophtalma",1,"P"
"Neopetrolisthes maculatus",1,"P"
"Callistoctopus macropus",1,NA
"Eupolymnia nebulosa",1,NA
"Macrorhynchia philippina",1,"P"
"Synchiropus stellatus",1,NA
"Spirobranchus giganteus",1,NA
"Tetrosomus gibbosus",1,"P"
"Diadema setosum",1,"P"
"Scarus tricolor",1,"P"
"Novius pumilus",3,"I"
"Lithocharis nigriceps",3,NA
"Lallemandana interrupta",3,"E"
"Erechthias phaeoptera",3,"E"
"Chalybion bengalense",3,"I"
"Coccotrypes cyperi",3,"I"
"Conger conger",1,NA
"Pentalonia nigronervosa",3,"I"
"Simulium littopyga",8,"E"
"Pseudolibera lillianae",3,"Z"
"Pseudolibera matthieui",3,"Z"
"Kleokyphus hypsus",3,"Z"
"Mautodontha passosi",3,"Z"
"Mautodontha domaneschii",3,"Z"
"Pseudolibera elieporoii",3,"Z"
"Pseudolibera parva",3,"Z"
"Pseudolibera paraminderae",3,"Z"
"Pseudolibera solemi",3,"Z"
"Mautodontha spelunca",3,"Z"
"Mautodontha aurora",3,"Z"
"Mautodontha occidentalis",3,"Z"
"Pseudolibera extincta",3,"Z"
"Kleokyphus cowiei",3,"Z"
"Mautodontha temaoensis",3,"Z"
"Pseudolibera cookei",3,"Z"
"Mautodontha harperae",3,"Z"
"Mautodontha makateaensis",3,"Z"
"Kleokyphus callimus",3,"Z"
"Asymphorodes honoria",3,"E"
"Dichelopa lupicinia",3,"E"
"Stomias affinis",1,"P"
"Bistolida stolida",1,NA
"Chilomycterus reticulatus",1,"D"
"Zygometra microdiscus",1,"P"
"Argina astrea",3,NA
"Anampses geographicus",1,"P"
"Epinephelus areolatus",1,"P"
"Carangoides fulvoguttatus",1,"P"
"Hologymnosus longipes",1,"P"
"Parastromateus niger",1,"P"
"Assara halmophila",3,"E"
"Helicina pilosa",3,"E"
"Geostilbia aperta",3,"I"
"Australdonta magnasulcata",3,"E"
"Australdonta sulcata",3,"Z"
"Mangaoa perissa",3,"E"
"Australdonta microspiralis",3,"Z"
"Australdonta collicella",3,"Z"
"Philonesia zimmermani",3,"E"
"Philonesia tenuior",3,"E"
"Orangia cookei",3,"E"
"Australdonta magnasulcatissima",3,"Z"
"Opanara bitridentata",3,"E"
"Hiona orbis",3,"E"
"Ostorhinchus fasciatus",1,NA
"Scorpaenopsis gibbosa",1,"D"
"Ostorhinchus aureus",1,NA
"Lutjanus semicinctus",1,"P"
"Distichopora gracilis",1,"P"
"Lutjanus biguttatus",1,NA
"Thalamita integra integra",1,"P"
"Conomurex luhuanus",1,NA
"Omphalotropis rubens",3,"A"
"Succinea bernardii",3,"E"
"Chrysostoma paradoxum",1,NA
"Carybdea irregularis",1,"E"
"Viriola intergranosa",1,NA
"Polinices flemingianus",1,NA
"Imbricaria bacillum",1,NA
"Vasum turbinellus",1,NA
"Scutellastra exusta",1,NA
"Felis silvestris",3,"A"
"Vanessa itea",3,"P"
"Liorhyssus hyalinus",3,"P"
"Trichophaga mormopis",3,"I"
"Piezodorus oceanicus",3,"P"
"Tetralia muta",1,"P"
"Australophiloscia societatis",3,"P"
"Homoneura nubila",3,"E"
"Paragiopagurus tuberculosus",1,"P"
"Eudonia ara",3,"E"
"Lysiosquilla sulcata",1,"P"
"Asymphorodes adynatus",3,"E"
"Tessema sensilis",3,"E"
"Psara orphnopeza",3,"E"
"Dichelopa anthracodelta",3,"E"
"Pinnotherelia laevigata",1,"D"
"Lepotrema hemitaurichthydis",1,"P"
"Erronea cylindrica",1,NA
"Purpuradusta gracilis",1,NA
"Enoplometopus crosnieri",1,"P"
"Erronea errones",1,NA
"Pervagor melanocephalus johnstonensis",1,"P"
"Congriscus marquesaensis",1,"E"
"Mataeocephalus acipenserinus",1,"P"
"Chascanopsetta prorigera",1,"P"
"Poecilopsetta praelonga",1,"P"
"Heminodus philippinus",1,"P"
"Malacosteus niger",1,"P"
"Malthopsis velutina",1,"P"
"Chascanopsetta lugubris",1,"P"
"Epigonus draco",1,"P"
"Ventrifossa macrodon",1,"P"
"Bathyphylax pruvosti",1,"E"
"Malthopsis gigas",1,"P"
"Periophthalmus argentilineatus",1,"P"
"Nectamia bandanensis",1,"P"
"Chaunax apus",1,"P"
"Chascanopsetta prognatha",1,"P"
"Engyprosopon bellonaensis",1,"A"
"Gadella jordani",1,"P"
"Taeniopsetta ocellata",1,"P"
"Chrionema chlorotaenia",1,"P"
"Smilosicyopus bitaeniatus",4,"E"
"Ijimaia dofleini",1,"P"
"Halimochirurgus alcocki",1,"P"
"Setarches guentheri",1,"P"
"Sicyopterus marquesensis",4,"E"
"Neoscopelus macrolepidotus",1,"P"
"Carangoides gymnostethus",1,NA
"Stenogobius marqueti",4,"P"
"Ariosoma multivertebratum",1,"E"
"Malacocephalus laevis",1,"P"
"Engyprosopon rostratum",1,"A"
"Chaunax penicillatus",1,"P"
"Chaunax pictus",1,"P"
"Benthodesmus tenuis",1,"P"
"Moringua raitaborua",1,"D"
"Arnoglossus japonicus",1,"P"
"Poecilia sphenops",4,"I"
"Cyttomimus affinis",1,"P"
"Samariscus corallinus",1,"P"
"Trimma caesiura",1,NA
"Plectranthias kamii",1,"P"
"Cirripectes stigmaticus",1,"P"
"Lentipes rubrofasciatus",4,"E"
"Nematops nanosquama",1,"E"
"Promethichthys prometheus",1,"P"
"Stenogobius squamosus",4,"P"
"Poecilopsetta colorata",1,"P"
"Ariosoma sereti",1,"E"
"Neoscopelus microchir",1,NA
"Plotosus lineatus",1,"P"
"Fowleria aurita",1,"P"
"Stenogobius caudimaculosus",4,"P"
"Pterocaesio digramma",1,"P"
"Ruvettus pretiosus",1,"P"
"Macropharyngodon kuiteri",1,NA
"Centropyge shepardi",1,"P"
"Paratriacanthodes retrospinis",1,NA
"Cirrhitichthys aprinus",1,"P"
"Ctenogobiops maculosus",1,NA
"Pomacentrus vaiuli",1,"P"
"Plectrogenium nanum",1,"P"
"Nematops microstoma",1,NA
"Engyprosopon macrolepis",1,"P"
"Epigonus atherinoides",1,"P"
"Helcogramma capidata",1,"P"
"Stiphodon discotorquatus",4,"E"
"Bathycongrus aequoreus",1,"P"
"Psettina multisquamea",1,"P"
"Gymnocranius griseus",1,NA
"Epigonus carbonarius",1,"E"
"Bembradium roseum",1,"P"
"Scalicus quadratorostratus",1,"P"
"Ophiocara porocephala darwiniense",4,"A"
"Moringua microchir",1,"P"
"Pteroidichthys amboinensis",1,"P"
"Bathyuroconger vicinus",1,"P"
"Gibberichthys latifrons",1,"P"
"Antennarius hispidus",1,NA
"Calotomus spinidens",1,"P"
"Hymenocephalus aterrimus",1,"P"
"Neoepinnula orientalis",1,"P"
"Coris variegata",1,"P"
"Hoplichthys citrinus",1,"P"
"Oxyurichthys cornutus",1,"P"
"Scolopsis lineata",1,NA
"Lethrinus mahsena",1,NA
"Scolopsis ghanam",1,NA
"Dendrochirus tuamotuensis",1,"E"
"Rhopaloeides odorabile",1,"P"
"Hurleytrematoides faliexae",1,"P"
"Montipora incrassata",1,"P"
"Platygyra lamellina",1,NA
"Astreopora listeri",1,"P"
"Acropora yongei",1,"P"
"Cladiella tuberculosa",1,"P"
"Hurleytrematoides galzini",1,"P"
"Neopetrosia chaliniformis",1,"P"
"Bebryce studeri",1,NA
"Acropora selago",1,"P"
"Cycloseris vaughani",1,"P"
"Astreopora expansa",1,"P"
"Acropora polystoma",1,NA
"Cyphastrea chalcidicum",1,"P"
"Hyalocylis striata",1,NA
"Platax teira",1,NA
"Coris batuensis",1,"P"
"Cucumaria frondosa japonica",1,"P"
"Rhynchocinetes durbanensis",1,NA
"Gerres oyena",1,NA
"Pteraeolidia semperi",1,"P"
"Pseudanthias bicolor",1,"P"
"Chrysodeixis illuminata",3,NA
"Albula argentea",1,"P"
"Clypeomorus bifasciata",1,NA
"Dasyrhicnoessa insularis",5,"I"
"Electroma alacorvi",1,NA
"Euthynnus alletteratus affinis",1,"P"
"Mithrodia fisheri",1,"P"
"Clavus nodulosa",1,NA
"Cryptops tahitianus",3,"E"
"Oligonychus coffeae",3,"P"
"Tetranychus neocaledonicus",3,"P"
"Oligonychus gramineus",3,"P"
"Oligonychus sacchari",3,"I"
"Eutetranychus africanus",3,"P"
"Oligonychus thelytokus",3,"P"
"Tetranychus yusti",3,"P"
"Tetranychus ludeni",3,"P"
"Tetranychus lambi",3,"P"
